tau,h,optimalh_k_ICS,optimalh_I_CS,optimalh_k_ICX,optimalh_I_CX
10.0,1.0,0.0014773776525985128,1.5472404180926955,0.002982471286216894,1.0476298542004983
10.0,1.0954773869346734,0.012154742500762884,3.814153591812955,0.017269832906594396,1.7608211161068394
10.0,1.1909547738693467,0.0014773776525985128,1.6450083693020057,0.002982471286216894,1.0990432597225637
10.0,1.2864321608040201,0.012154742500762884,3.8898135539750136,0.017269832906594396,1.7669881348244982
10.0,1.3819095477386933,0.0014773776525985128,1.7345566731457698,0.002982471286216894,1.1450905428194538
10.0,1.4773869346733668,0.012154742500762884,3.9564867086442312,0.012154742500762884,1.7719038141170935
10.0,1.5728643216080402,0.001039798418481492,1.8176673793654736,0.002982471286216894,1.1865072435434323
10.0,1.6683417085427137,0.012154742500762884,4.015762127755088,0.012154742500762884,1.7757988077605362
10.0,1.763819095477387,0.001039798418481492,1.89497874947667,0.002982471286216894,1.2239061103512887
10.0,1.8592964824120601,0.008554672535565685,4.069549550591345,0.012154742500762884,1.7789210136843434
10.0,1.9547738693467336,0.001039798418481492,1.96546090388128,0.002982471286216894,1.257841909982353
10.0,2.050251256281407,0.008554672535565685,4.11891509648842,0.012154742500762884,1.7814503841289193
10.0,2.1457286432160805,0.0007318242219076182,2.031702929367159,0.002982471286216894,1.2887498736596512
10.0,2.241206030150754,0.008554672535565685,4.163740249167363,0.008554672535565685,1.7835204933254218
10.0,2.3366834170854274,0.0005150678076168133,2.093281218902056,0.0020991037201085546,1.317090068750924
10.0,2.4321608040201004,0.008554672535565685,4.204546869226084,0.008554672535565685,1.7853195457134379
10.0,2.527638190954774,0.0005150678076168133,2.1501786859562553,0.0020991037201085546,1.3430094080194095
10.0,2.6231155778894473,0.008554672535565685,4.241675874385411,0.008554672535565685,1.7868122590191715
10.0,2.7185929648241203,0.0005150678076168133,2.1989109749374975,0.0020991037201085546,1.3666005135640935
10.0,2.8140703517587937,0.008554672535565685,4.275220151608242,0.008554672535565685,1.7880500019853998
