h,k,tau,I_CX,I_CS
1.0,0.94875,10.0,1.7498845986423297,3.625021782417881
1.0,0.9625,10.0,0.9281339741816862,1.122674904021017
1.0,0.97625,10.0,1.748187573597424,3.5984211386366556
1.0,0.99,10.0,0.9147909875378321,1.1005919062327687
1.0954773869346734,3.1622776601683795e-05,10.0,1.7465033612521195,3.5724959672862306
1.0954773869346734,3.625117049988535e-05,10.0,0.9017955760136618,1.0802084484279513
1.0954773869346734,4.1556988469563484e-05,10.0,1.7448319912859656,3.5472544814812026
1.0954773869346734,4.7639380104013405e-05,10.0,0.8891598008525117,1.0612447917411985
1.0954773869346734,5.4612006795364095e-05,10.0,1.7431731419548122,3.5226929113419843
1.0954773869346734,6.260516572014815e-05,10.0,0.8768887390478032,1.0434902550878191
1.0954773869346734,7.176822469706299e-05,10.0,1.741526320899387,3.498800025567788
1.0954773869346734,8.227241341700473e-05,10.0,0.864982782038285,1.0267831505485774
1.0954773869346734,9.431402320497317e-05,10.0,1.7398909679372285,3.475559986497141
1.0954773869346734,0.00010811807510766077,10.0,0.8534390773327297,1.0109970332883709
1.0954773869346734,0.00012394252485211965,10.0,1.7382665130049966,3.4529541718988206
1.0954773869346734,0.00014208308325339223,10.0,0.8422524570265966,0.9960311476569871
1.0954773869346734,0.00016287874214985498,10.0,1.7366524076931908,3.430962355309966
1.0954773869346734,0.00018671810912919206,10.0,0.831416064470094,0.9818037137416598
1.0954773869346734,0.0002140466694217523,10.0,1.7350481411137013,3.4095634843144818
1.0954773869346734,0.00024537511066398166,10.0,0.8209218024841294,0.9682471642513196
1.0954773869346734,0.00028128886609642633,10.0,1.7334532465234747,3.3887362025655507
1.0954773869346734,0.00032245905452963947,10.0,0.810760672328485,0.9553047349080545
1.0954773869346734,0.0003696550215126699,10.0,1.7318673025994629,3.3684592048936945
1.0954773869346734,0.0004237587160604063,10.0,0.8009230411168924,0.9429280017299508
1.0954773869346734,0.00048578117159706736,10.0,1.7302899317388474,3.348711480999081
1.0954773869346734,0.0005568813990945267,10.0,0.7913988580576992,0.9310750850194986
1.0954773869346734,0.0006383880454607353,10.0,1.7287207968275942,3.3294724828817293
1.0954773869346734,0.0007318242219076182,10.0,0.7821778309115349,0.9197093255008751
1.0954773869346734,0.0008389359662650986,10.0,1.727159597345075,3.310722238804285
1.0954773869346734,0.0009617248711152964,10.0,0.7732495696532403,0.9087982967997614
1.0954773869346734,0.0011024854874674263,10.0,1.7256060653151504,3.292441428953846
1.0954773869346734,0.0012638482029342971,10.0,0.7646037022713402,0.8983130590981822
1.0954773869346734,0.0014488283956730537,10.0,1.7240599613922651,3.27461143316784
1.0954773869346734,0.0016608827826277166,10.0,0.7562299666900573,0.8882275870441173
1.0954773869346734,0.0019039740150507663,10.0,1.7225210712340726,3.2572143579993136
1.0954773869346734,0.0021826447283974874,10.0,0.7481182823116171,0.8785183246863506
1.0954773869346734,0.0025021024303602817,10.0,1.7209892022285553,3.240233048361385
1.0954773869346734,0.002868316813342012,10.0,0.7402588043452168,0.8691638339578778
1.0954773869346734,0.0032881313098424274,10.0,1.7194641805937543,3.2236510876153726
1.0954773869346734,0.0037693909753883635,10.0,0.7326419637873851,0.8601445128530449
1.0954773869346734,0.004321089088750567,10.0,1.7179458488396833,3.207452789013281
1.0954773869346734,0.00495353520895917,10.0,0.7252584956076225,0.851442366187972
1.0954773869346734,0.005678547829591997,10.0,1.7164340635667075,3.1916231807255397
1.0954773869346734,0.00650967523045817,10.0,0.7180994573718787,0.8430408165725422
1.0954773869346734,0.007462448653723031,10.0,1.7149286935676173,3.176147986186908
1.0954773869346734,0.008554672535565685,10.0,0.7111562402164885,0.8349245465624614
1.0954773869346734,0.009806757216915775,10.0,1.7134296181985302,3.161013601119047
1.0954773869346734,0.011242100350620862,10.0,0.704420573780186,0.8270793653246451
1.0954773869346734,0.012887524132383678,10.0,1.711936725984507,3.1462070682999324
1.0954773869346734,0.014773776525985112,10.0,0.6978845264225074,0.819492094833346
1.0954773869346734,0.01693610584916738,10.0,1.7104499134281106,3.1317160509239015
1.0954773869346734,0.019414919457438815,10.0,0.6915405018099735,0.8121504718233324
1.0954773869346734,0.022256538834596835,10.0,1.7089690839922074,3.1175288052155365
1.0954773869346734,0.0255140652003129,10.0,0.6853812327397655,0.8050430626030599
1.0954773869346734,0.029248371810351573,10.0,1.707494147231601,3.103634152815122
1.0954773869346734,0.033529241492495566,10.0,0.6793997728939507,0.7981591884742749
1.0954773869346734,0.03843667067526157,10.0,1.7060250180513652,3.090021453335431
1.0954773869346734,0.04406236427773573,10.0,0.6735894870732387,0.7914888599836747
1.0954773869346734,0.05051144939547159,10.0,1.7045616160727675,3.0766805773937254
1.0954773869346734,0.057904439806024895,10.0,0.6679440403440762,0.7850227185945124
1.0954773869346734,0.06637948800475621,10.0,1.703103865090436,3.06360188034507
1.0954773869346734,0.07609496685459875,10.0,0.6624573864421784,0.7787519846441481
1.0954773869346734,0.0872324290929691,10.0,1.7016516926068508,3.050776176880064
1.0954773869346734,0.1,10.0,0.6571237557049795,0.7726684106700756
1.0954773869346734,0.11,10.0,1.7002050294323534,3.038194716599558
1.0954773869346734,0.12375,10.0,0.6519376427507135,0.7667642393575429
1.0954773869346734,0.1375,10.0,1.6987638093407067,3.0258491606385163
1.0954773869346734,0.15125,10.0,0.6468937940792858,0.7610321654975069
1.0954773869346734,0.165,10.0,1.6973279687717797,3.0137315593793192
1.0954773869346734,0.17875000000000002,10.0,0.6419871957366787,0.7554653014521072
1.0954773869346734,0.1925,10.0,1.695897446574266,3.0018343312699876
1.0954773869346734,0.20625,10.0,0.6372130611579335,0.7500571457118324
1.0954773869346734,0.22,10.0,1.6944721837824428,2.990150242743619
1.0954773869346734,0.23375,10.0,0.6325668192818847,0.7448015541983454
1.0954773869346734,0.2475,10.0,1.6930521234219464,2.97867238922101
1.0954773869346734,0.26125,10.0,0.6280441030124863,0.7396927140228915
1.0954773869346734,0.275,10.0,1.691637210340304,2.9673941771677668
1.0954773869346734,0.28875,10.0,0.6236407380858078,0.7347251194549529
1.0954773869346734,0.3025,10.0,1.690227391058633,2.9563093071696653
1.0954773869346734,0.31625,10.0,0.6193527323879816,0.7298935498915159
1.0954773869346734,0.33,10.0,1.6888226136414919,2.9454117579849175
1.0954773869346734,0.34375,10.0,0.6151762657571987,0.725193049645784
1.0954773869346734,0.3575,10.0,1.6874228275823033,2.934695771528749
1.0954773869346734,0.37124999999999997,10.0,0.6111076802920102,0.7206189093968399
1.0954773869346734,0.385,10.0,1.6860279837021899,2.9241558387439888
1.0954773869346734,0.39875,10.0,0.6071434711786514,0.7161666491599238
1.0954773869346734,0.4125,10.0,1.6846380340603706,2.9137866863107726
1.0954773869346734,0.42624999999999996,10.0,0.6032802780417044,0.7118320026516131
1.0954773869346734,0.44,10.0,1.6832529318745597,2.9035832641487365
1.0954773869346734,0.45375,10.0,0.5995148768151971,0.7076109029361008
1.0954773869346734,0.46749999999999997,10.0,1.6818726314500252,2.8935407336659846
1.0954773869346734,0.48125,10.0,0.595844172125122,0.7034994692486791
1.0954773869346734,0.495,10.0,1.6804970881161714,2.8836544567104987
1.0954773869346734,0.50875,10.0,0.5922651901692799,0.6994939949008425
1.0954773869346734,0.5225,10.0,1.6791262581696709,2.8739199851813213
1.0954773869346734,0.53625,10.0,0.5887750720763341,0.6955909361787026
1.0954773869346734,0.55,10.0,1.67776009882331,2.864333051258768
1.0954773869346734,0.56375,10.0,0.5853710677228114,0.6917869021527738
1.0954773869346734,0.5775,10.0,1.676398568159829,2.854889558214903
1.0954773869346734,0.59125,10.0,0.5820505299845484,0.688078645323003
1.0954773869346734,0.605,10.0,1.6750416250901417,2.845585571767642
1.0954773869346734,0.61875,10.0,0.5788109093975575,0.6844630530282688
1.0954773869346734,0.6325,10.0,1.673689229315403,2.8364173119438614
1.0954773869346734,0.64625,10.0,0.5756497492024565,0.6809371395545791
1.0954773869346734,0.66,10.0,1.6723413412924617,2.82738114541902
1.0954773869346734,0.67375,10.0,0.5725646807463288,0.6774980388809315
1.0954773869346734,0.6875,10.0,1.6709979222022961,2.8184735783027333
1.0954773869346734,0.70125,10.0,0.5695534192160832,0.6741429980063086
1.0954773869346734,0.715,10.0,1.6696589339211014,2.8096912493417365
1.0954773869346734,0.72875,10.0,0.5666137596779627,0.6708693708055744
1.0954773869346734,0.7424999999999999,10.0,1.6683243389937088,2.801030923513454
1.0954773869346734,0.75625,10.0,0.5637435733987511,0.6676746123661416
1.0954773869346734,0.77,10.0,1.6669941006090856,2.7924894859851954
1.0954773869346734,0.78375,10.0,0.5609408044253267,0.6645562737611679
1.0954773869346734,0.7975,10.0,1.6656681825776944,2.7840639364156496
1.0954773869346734,0.81125,10.0,0.5582034664005,0.6615119972187593
1.0954773869346734,0.825,10.0,1.6643465493104885,2.7757513835768703
1.0954773869346734,0.83875,10.0,0.5555296395944586,0.6585395116501478
1.0954773869346734,0.8525,10.0,1.6630291657993959,2.767549040276483
1.0954773869346734,0.86625,10.0,0.5529174681325784,0.6556366285031072
1.0954773869346734,0.88,10.0,1.6617159975991147,2.7594542185611566
1.0954773869346734,0.89375,10.0,0.5503651574018303,0.6528012379099605
1.0954773869346734,0.9075,10.0,1.6604070108101054,2.751464325183698
1.0954773869346734,0.92125,10.0,0.5478709716194616,0.6500313051024043
1.0954773869346734,0.9349999999999999,10.0,1.6591021720626355,2.7435768573173225
1.0954773869346734,0.94875,10.0,0.545433231549038,0.6473248670680507
1.0954773869346734,0.9625,10.0,1.6578014485018049,2.7357893985017614
1.0954773869346734,0.97625,10.0,0.5430503123503021,0.6446800294260414
1.0954773869346734,0.99,10.0,1.6565048077734263,2.728099614806914
1.1909547738693467,3.1622776601683795e-05,10.0,0.3631777997169158,0.7608113084028532
1.1909547738693467,3.625117049988535e-05,10.0,0.41427382649146416,0.9852786461827215
1.1909547738693467,4.1556988469563484e-05,10.0,0.41439649790855415,0.8262959593869418
1.1909547738693467,4.7639380104013405e-05,10.0,0.49433398335935336,1.2586292784041975
1.1909547738693467,5.4612006795364095e-05,10.0,0.46747618167300375,0.8917546250461065
1.1909547738693467,6.260516572014815e-05,10.0,0.5128554646249364,1.3639405281053572
1.1909547738693467,7.176822469706299e-05,10.0,0.5213404404978953,0.9572144383478072
1.1909547738693467,8.227241341700473e-05,10.0,0.648173245147632,1.4932664965799982
1.1909547738693467,9.431402320497317e-05,10.0,0.5748695415684127,1.021056101643865
1.1909547738693467,0.00010811807510766077,10.0,0.6862869876596887,1.5311890233563352
1.1909547738693467,0.00012394252485211965,10.0,0.6269512901621749,1.0825930746607926
1.1909547738693467,0.00014208308325339223,10.0,0.7842336058634204,1.684244679891972
1.1909547738693467,0.00016287874214985498,10.0,0.6765403140469599,1.1411439474199825
1.1909547738693467,0.00018671810912919206,10.0,0.8439979216688382,1.8623553482600446
1.1909547738693467,0.0002140466694217523,10.0,0.7227305372368336,1.1959226159680882
1.1909547738693467,0.00024537511066398166,10.0,0.9064224589735514,1.8950829297535947
1.1909547738693467,0.00028128886609642633,10.0,0.7649575090118675,1.2464604440949927
1.1909547738693467,0.00032245905452963947,10.0,0.9701045737544569,1.9766725691770386
1.1909547738693467,0.0003696550215126699,10.0,0.8032151461369575,1.2927013757196384
1.1909547738693467,0.0004237587160604063,10.0,1.023906971450193,2.15899496065331
1.1909547738693467,0.00048578117159706736,10.0,0.838148288009841,1.3351811264017681
1.1909547738693467,0.0005568813990945267,10.0,1.066814811236968,2.16167134309608
1.1909547738693467,0.0006383880454607353,10.0,0.8708419309232133,1.374893897582419
1.1909547738693467,0.0007318242219076182,10.0,1.1098318240208163,2.3041291941480706
1.1909547738693467,0.0008389359662650986,10.0,0.9022823501348223,1.4128296278966461
1.1909547738693467,0.0009617248711152964,10.0,1.1553536607699397,2.3877457832197306
1.1909547738693467,0.0011024854874674263,10.0,0.9328026007703986,1.4494192764029599
1.1909547738693467,0.0012638482029342971,10.0,1.2040722285821477,2.4823305930599027
1.1909547738693467,0.0014488283956730537,10.0,0.961959374865716,1.484330428454632
1.1909547738693467,0.0016608827826277166,10.0,1.2614708800715475,2.585361982307665
1.1909547738693467,0.0019039740150507663,10.0,0.9889202999292498,1.5167580605473021
1.1909547738693467,0.0021826447283974874,10.0,1.3238972442391188,2.6943835759701926
1.1909547738693467,0.0025021024303602817,10.0,1.0129512100124884,1.5458814081633225
1.1909547738693467,0.002868316813342012,10.0,1.3841008335413119,2.7724657272689495
1.1909547738693467,0.0032881313098424274,10.0,1.0335541990334687,1.571065686723103
1.1909547738693467,0.0037693909753883635,10.0,1.4402264028852187,2.905037018060537
1.1909547738693467,0.004321089088750567,10.0,1.0502341859438529,1.5917113316856204
1.1909547738693467,0.00495353520895917,10.0,1.4841514831971043,2.9721095257539694
1.1909547738693467,0.005678547829591997,10.0,1.0624235573287137,1.6071714270531496
1.1909547738693467,0.00650967523045817,10.0,1.5250308401667536,3.0591934153867326
1.1909547738693467,0.007462448653723031,10.0,1.0701027355004757,1.617335116426142
1.1909547738693467,0.008554672535565685,10.0,1.5638515406625586,3.152330426059577
1.1909547738693467,0.009806757216915775,10.0,1.07454600250154,1.6234576593272991
1.1909547738693467,0.011242100350620862,10.0,1.5996782646436043,3.2287805390783157
1.1909547738693467,0.012887524132383678,10.0,1.0778912605475024,1.627833743723924
1.1909547738693467,0.014773776525985112,10.0,1.629198073628047,3.295637231386554
1.1909547738693467,0.01693610584916738,10.0,1.0816481024538214,1.6322275077062807
1.1909547738693467,0.019414919457438815,10.0,1.642526595146375,3.351325754914939
1.1909547738693467,0.022256538834596835,10.0,1.0858060065961401,1.6367871435222152
1.1909547738693467,0.0255140652003129,10.0,1.639989966212988,3.385912337161566
1.1909547738693467,0.029248371810351573,10.0,1.0895153436012364,1.6406291617637943
1.1909547738693467,0.033529241492495566,10.0,1.6426584818195291,3.414704068831648
1.1909547738693467,0.03843667067526157,10.0,1.0923240842149373,1.643181651248715
1.1909547738693467,0.04406236427773573,10.0,1.6666023763803859,3.4659671356888926
1.1909547738693467,0.05051144939547159,10.0,1.0943967784337643,1.6445585835373357
1.1909547738693467,0.057904439806024895,10.0,1.6983615038327136,3.539455167665103
1.1909547738693467,0.06637948800475621,10.0,1.0959644619868785,1.645011180826343
1.1909547738693467,0.07609496685459875,10.0,1.7163650558963712,3.6022610341726446
1.1909547738693467,0.0872324290929691,10.0,1.0971294344856404,1.644659432633439
1.1909547738693467,0.1,10.0,1.7214415533546674,3.6462914051282174
1.1909547738693467,0.11,10.0,1.0979632275635378,1.6435734103795219
1.1909547738693467,0.12375,10.0,1.7276250528856907,3.6755998423873146
1.1909547738693467,0.1375,10.0,1.0985277912084745,1.6418042604455845
1.1909547738693467,0.15125,10.0,1.7378664336201195,3.7093461707410365
1.1909547738693467,0.165,10.0,1.0988708708361654,1.6393813949684666
1.1909547738693467,0.17875000000000002,10.0,1.7451452086001202,3.749951947307142
1.1909547738693467,0.1925,10.0,1.0990284530721817,1.6363146987605273
1.1909547738693467,0.20625,10.0,1.7494125759256758,3.776302398616767
1.1909547738693467,0.22,10.0,1.099026469344175,1.632596438084786
1.1909547738693467,0.23375,10.0,1.7539807434846422,3.799539841045828
1.1909547738693467,0.2475,10.0,1.098882303068756,1.628202744070523
1.1909547738693467,0.26125,10.0,1.7572655288066548,3.822737800676093
1.1909547738693467,0.275,10.0,1.0986060142943752,1.623093683957436
1.1909547738693467,0.28875,10.0,1.759882224823404,3.8392056159802284
1.1909547738693467,0.3025,10.0,1.0982013064277107,1.6172115457406744
1.1909547738693467,0.31625,10.0,1.7619122464741892,3.854375671773468
1.1909547738693467,0.33,10.0,1.097666326721177,1.6104791818261477
1.1909547738693467,0.34375,10.0,1.7634833522858895,3.865826680544181
1.1909547738693467,0.3575,10.0,1.0969943810703933,1.6028017737269
1.1909547738693467,0.37124999999999997,10.0,1.7646552465803635,3.8746944775179983
1.1909547738693467,0.385,10.0,1.0961745358143749,1.5940735487769628
1.1909547738693467,0.39875,10.0,1.7655307863725107,3.8813417203801275
1.1909547738693467,0.4125,10.0,1.0951919908559913,1.5841875438761284
1.1909547738693467,0.42624999999999996,10.0,1.7661645632433545,3.885910698395706
1.1909547738693467,0.44,10.0,1.0940281185863026,1.5730453149864763
1.1909547738693467,0.45375,10.0,1.7666026404959947,3.888662322261894
1.1909547738693467,0.46749999999999997,10.0,1.0926601078637326,1.5605665517300666
1.1909547738693467,0.48125,10.0,1.7668815406151808,3.889810781594143
1.1909547738693467,0.495,10.0,1.0910601210909239,1.5467038705588343
1.1909547738693467,0.50875,10.0,1.7670290890955656,3.8895235702670825
1.1909547738693467,0.5225,10.0,1.0891938290966894,1.531463417079185
1.1909547738693467,0.53625,10.0,1.767065327651638,3.8879210409793163
1.1909547738693467,0.55,10.0,1.0870184526732678,1.5149117325067165
1.1909547738693467,0.56375,10.0,1.7670042286641998,3.885075247310103
1.1909547738693467,0.5775,10.0,1.084480966165581,1.497147931017172
1.1909547738693467,0.59125,10.0,1.7668548043250116,3.881014896533706
1.1909547738693467,0.605,10.0,1.0815171258827938,1.4782596364579148
1.1909547738693467,0.61875,10.0,1.7666219397175744,3.8757273041870746
1.1909547738693467,0.6325,10.0,1.0780512122108408,1.458306260063609
1.1909547738693467,0.64625,10.0,1.766307037669549,3.869160715033379
1.1909547738693467,0.66,10.0,1.0739959030189385,1.4373378132768826
1.1909547738693467,0.67375,10.0,1.7659085046165632,3.8612263253688823
1.1909547738693467,0.6875,10.0,1.069252326970417,1.4154166530209151
1.1909547738693467,0.70125,10.0,1.7654221116574724,3.8518001784565135
1.1909547738693467,0.715,10.0,1.0637110944459496,1.3926211421640906
1.1909547738693467,0.72875,10.0,1.7648412632382546,3.840725335497325
1.1909547738693467,0.7424999999999999,10.0,1.05725481254832,1.3690375996610307
1.1909547738693467,0.75625,10.0,1.7641572005631077,3.8278148795450373
1.1909547738693467,0.77,10.0,1.049761795032879,1.3447501330245066
1.1909547738693467,0.78375,10.0,1.763359159105566,3.812856289508662
1.1909547738693467,0.7975,10.0,1.0411103023247175,1.319831019070808
1.1909547738693467,0.81125,10.0,1.7624344889145849,3.7956174747968343
1.1909547738693467,0.825,10.0,1.031182665856933,1.2943321475910898
1.1909547738693467,0.83875,10.0,1.7613687328724652,3.775854353862975
1.1909547738693467,0.8525,10.0,1.019868837869001,1.2682785135976258
1.1909547738693467,0.86625,10.0,1.760145643661179,3.7533195114674673
1.1909547738693467,0.88,10.0,1.007069275681495,1.2416648703805198
1.1909547738693467,0.89375,10.0,1.7587471087951643,3.727771431513701
1.1909547738693467,0.9075,10.0,0.9926975635715699,1.2144564634449033
1.1909547738693467,0.92125,10.0,1.7571529495114366,3.6989841204876366
1.1909547738693467,0.9349999999999999,10.0,0.9817001895770989,1.195088570259105
1.1909547738693467,0.94875,10.0,1.7559128082187292,3.676870739443505
1.1909547738693467,0.9625,10.0,0.9669782662801644,1.170678382958756
1.1909547738693467,0.97625,10.0,1.7542208390293963,3.647143431378226
1.1909547738693467,0.99,10.0,0.9527333367554272,1.148361276434438
1.2864321608040201,3.1622776601683795e-05,10.0,1.7525444170582973,3.618237722490307
1.2864321608040201,3.625117049988535e-05,10.0,0.9389690105894261,1.127755613618552
1.2864321608040201,4.1556988469563484e-05,10.0,1.7508831605644948,3.590169916377354
1.2864321608040201,4.7639380104013405e-05,10.0,0.9256810643132394,1.1085843698030378
1.2864321608040201,5.4612006795364095e-05,10.0,1.7492363467635084,3.5629396134635103
1.2864321608040201,6.260516572014815e-05,10.0,0.9128606281629232,1.0906409419328877
1.2864321608040201,7.176822469706299e-05,10.0,1.747603120808177,3.5365353370284645
1.2864321608040201,8.227241341700473e-05,10.0,0.9004959629311535,1.0737671911121585
