tau,h,optimalh_k_ICS,optimalh_I_CS,optimalh_k_ICX,optimalh_I_CX
1.0,1.0,0.0021826447283974874,0.9376099044549694,0.002868316813342012,0.6919058979697617
1.0,1.0954773869346734,0.002868316813342012,0.9795090275830565,0.0037693909753883635,0.7192765414500422
1.0,1.1909547738693467,0.002868316813342012,1.0199397346954824,0.004321089088750567,0.7451327479694472
1.0,1.2864321608040201,0.0032881313098424274,1.0594390238791425,0.00495353520895917,0.7699711141271433
1.0,1.3819095477386933,0.0037693909753883635,1.0974279145485242,0.005678547829591997,0.794095684543057
1.0,1.4773869346733668,0.0037693909753883635,1.1349587616156884,0.00650967523045817,0.8176696936571713
1.0,1.5728643216080402,0.004321089088750567,1.1710305146350242,0.007462448653723031,0.8407122399847242
1.0,1.6683417085427137,0.004321089088750567,1.206917653501651,0.008554672535565685,0.863138157739505
1.0,1.763819095477387,0.004321089088750567,1.2414933389281257,0.008554672535565685,0.8850809523758851
1.0,1.8592964824120601,0.00495353520895917,1.275056645704731,0.009806757216915775,0.9063230386429754
1.0,1.9547738693467336,0.00495353520895917,1.3081480329458328,0.009806757216915775,0.9268248891148827
1.0,2.050251256281407,0.00495353520895917,1.3401087518308241,0.011242100350620862,0.9467345822328268
1.0,2.1457286432160805,0.00495353520895917,1.3709792118695596,0.011242100350620862,0.9658466401567027
1.0,2.241206030150754,0.005678547829591997,1.4010928589768783,0.012887524132383678,0.984322300242978
1.0,2.3366834170854274,0.005678547829591997,1.4304602746507076,0.012887524132383678,1.0020887227169122
1.0,2.4321608040201004,0.005678547829591997,1.4795122727356753,0.014773776525985112,1.0315087010598138
1.0,2.527638190954774,0.011242100350620862,1.8536988424537673,0.019414919457438815,1.2362176717782194
1.0,2.6231155778894473,0.012887524132383678,2.0916352918760155,0.022256538834596835,1.34763848789401
1.0,2.7185929648241203,0.012887524132383678,2.2598043656621596,0.0255140652003129,1.4180199895880063
1.0,2.8140703517587937,0.014773776525985112,2.3896950409406412,0.0255140652003129,1.4672090081001041
1.0,2.909547738693467,0.014773776525985112,2.4933939289205225,0.029248371810351573,1.5040268705148627
1.0,3.0050251256281406,0.01693610584916738,2.5798445906049396,0.029248371810351573,1.5325792709938488
1.0,3.100502512562814,0.01693610584916738,2.6538117842153297,0.033529241492495566,1.5557476852247258
1.0,3.1959798994974875,0.019414919457438815,2.7185768010395304,0.033529241492495566,1.5747726555262769
1.0,3.291457286432161,0.022256538834596835,2.7767272587344016,0.03843667067526157,1.5907359139920678
1.0,3.386934673366834,0.022256538834596835,2.828969199468983,0.03843667067526157,1.6045014265349817
1.0,3.4824120603015074,0.022256538834596835,2.875853092153361,0.03843667067526157,1.6163541295105461
1.0,3.577889447236181,0.0255140652003129,2.9191398674636857,0.03843667067526157,1.6266730631123945
1.0,3.6733668341708543,0.0255140652003129,2.9591205824454123,0.04406236427773573,1.6358440817300326
1.0,3.7688442211055277,0.0255140652003129,2.9958198937973815,0.04406236427773573,1.644055137461081
1.0,3.8643216080402008,0.0255140652003129,3.0296759716991284,0.04406236427773573,1.6513881506976733
1.0,3.959798994974874,0.0255140652003129,3.061045633116234,0.04406236427773573,1.657978728206767
1.0,4.055276381909548,0.0255140652003129,3.090223287343997,0.04406236427773573,1.6639356744992437
1.0,4.150753768844221,0.029248371810351573,3.118162130842516,0.05051144939547159,1.669389655237218
1.0,4.2462311557788945,0.029248371810351573,3.1444441860529473,0.05051144939547159,1.6744443022802702
