tau,h,optimalh_k_ICS,optimalh_I_CS,optimalh_k_ICX,optimalh_I_CX
10.0,1.0,0.006020894493336138,1.479478963150235,0.012154742500762884,1.031048423374815
10.0,1.0954773869346734,0.049535352089591804,3.6596953866906006,0.07038135554931577,1.7478074094162463
10.0,1.1909547738693467,0.006020894493336138,1.5699090308273016,0.012154742500762884,1.0830678013537525
10.0,1.2864321608040201,0.049535352089591804,3.7328688665301066,0.07038135554931577,1.7551879324031718
10.0,1.3819095477386933,0.004237587160604063,1.6506928352462134,0.012154742500762884,1.129412713012872
10.0,1.4773869346733668,0.049535352089591804,3.794515062074112,0.07038135554931577,1.7607871249821623
10.0,1.5728643216080402,0.004237587160604063,1.7239519646358974,0.012154742500762884,1.1707764372074858
10.0,1.6683417085427137,0.03486365227678088,3.8467347728539183,0.049535352089591804,1.7651931504189189
10.0,1.763819095477387,0.004237587160604063,1.7845097013402254,0.012154742500762884,1.2075645983892311
10.0,1.8592964824120601,0.03486365227678088,3.897554289150038,0.049535352089591804,1.7690018127940483
10.0,1.9547738693467336,0.004237587160604063,1.8329022025272517,0.008554672535565685,1.2405490420447136
10.0,2.050251256281407,0.03486365227678088,3.93940706942959,0.049535352089591804,1.7718928147333624
10.0,2.1457286432160805,0.002982471286216894,1.8760216292492313,0.008554672535565685,1.2708093615648715
10.0,2.241206030150754,0.03486365227678088,3.9712022107185865,0.049535352089591804,1.7740111683279711
10.0,2.3366834170854274,0.002982471286216894,1.9137806882435535,0.008554672535565685,1.2974956092295653
10.0,2.4321608040201004,0.024537511066398166,4.004720917803159,0.03486365227678088,1.7757985754845502
10.0,2.527638190954774,0.002982471286216894,1.9452313995273802,0.006020894493336138,1.3221236110566394
10.0,2.6231155778894473,0.024537511066398166,4.028277377010161,0.03486365227678088,1.7773341517459107
10.0,2.7185929648241203,0.002982471286216894,1.9710924550464828,0.006020894493336138,1.3442666449471572
10.0,2.8140703517587937,0.017269832906594396,4.049636015004671,0.03486365227678088,1.7783175383068028
10.0,2.909547738693467,0.0020991037201085546,1.9932022353504917,0.004237587160604063,1.3640371110565064
10.0,3.0050251256281406,0.017269832906594396,4.06298522051765,0.024537511066398166,1.77885447456835
10.0,3.100502512562814,0.0020991037201085546,2.0148597551474636,0.004237587160604063,1.382611315125478
10.0,3.1959798994974875,0.017269832906594396,4.0651428580832345,0.024537511066398166,1.7795270386489
10.0,3.291457286432161,0.0020991037201085546,2.0335630318702504,0.004237587160604063,1.3988510489315962
10.0,3.386934673366834,0.012154742500762884,4.061346338263005,0.024537511066398166,1.7796013784756104
10.0,3.4824120603015074,0.0020991037201085546,2.050223787677753,0.004237587160604063,1.4130002549794007
