run, initial grid state, final grid state, mean grid cell occupancy, mean binding site occupancy, fraction of time with N TFs bound, warning
1, 111111, 111111, 0.990128620824717, 0.990128620824717, 0.0 0.0 0.0 0.00019150822260589824 0.002289949387522971 0.05407385160883437 0.9434446907810367, 
2, 111111, 111111, 0.9880275879039164, 0.9880275879039164, 0.0 0.0 0.0 0.0 0.0022841069971861723 0.06726625858212909 0.9304496344206847, 
3, 111111, 111111, 0.9911408754462204, 0.9911408754462204, 0.0 0.0 0.0 0.0 0.0019408860400170654 0.04927297524264344 0.9487861387173395, 
4, 111111, 111111, 0.987626619723929, 0.987626619723929, 0.0 0.0 0.0 0.0 0.004781631743731257 0.06467701816896368 0.9305413500873051, 
5, 111111, 111111, 0.9879811587397, 0.9879811587397, 0.0 0.0 0.0 0.0 0.0035502369761340386 0.06501257360953172 0.9314371894143342, 
6, 111111, 111111, 0.9907530208709483, 0.9907530208709483, 0.0 0.0 0.0 0.0 0.0011215798416292382 0.05323871509105199 0.9456397050673188, 
7, 111111, 111111, 0.9903050310604423, 0.9903050310604423, 0.0 0.0 0.0 0.0 0.0009686142082256362 0.05623258522089431 0.9427988005708801, 
8, 111111, 111111, 0.989752397326499, 0.989752397326499, 0.0 0.0 0.0 0.0 0.001242107650481888 0.05900140074004137 0.9397564916094767, 
9, 111111, 111111, 0.9902961095178009, 0.9902961095178009, 0.0 0.0 0.0 0.0 0.0022181279468742577 0.05378708699944538 0.9439947850536804, 
10, 111111, 111111, 0.9869076089056548, 0.9869076089056548, 0.0 0.0 0.0 0.0 0.003517999426013841 0.07151834771404424 0.924963652859942, 
11, 111111, 111111, 0.9906433726757309, 0.9906433726757309, 0.0 0.0 0.0 0.0 0.0032279639825257937 0.04968383598056316 0.947088200036911, 
12, 111111, 111110, 0.9896103174785724, 0.9896103174785724, 0.0 0.0 0.0 9.340041485593431e-05 0.005558314989617949 0.050941263904761606 0.9434070206907645, 
13, 111111, 111111, 0.9893706640833855, 0.9893706640833855, 0.0 0.0 0.0 0.0 0.0017167752608652199 0.060342464977956506 0.9379407597611783, 
14, 111111, 111111, 0.9885961774587457, 0.9885961774587457, 0.0 0.0 0.0 0.00038948051529078253 0.0040448409522622535 0.05916481179712875 0.9364008667353182, 
15, 111111, 111111, 0.9870091831001686, 0.9870091831001686, 0.0 0.0 0.0 3.359840458171708e-05 0.00479861478609366 0.06824687661305552 0.9269209101962691, 
16, 111111, 111111, 0.9865492691602821, 0.9865492691602821, 0.0 0.0 0.0 0.0 0.0033112416729306248 0.07408190169244601 0.9226068566346234, 
17, 111111, 111111, 0.9878955702406735, 0.9878955702406735, 0.0 0.0 0.0 0.00046983508472181495 0.0029250695018556852 0.06536693429808181 0.9312381611153406, 
18, 111111, 111110, 0.9896768308220097, 0.9896768308220097, 0.0 0.0 0.0 0.0 0.0016272489092142239 0.058684517249513846 0.939688233841272, 
19, 111111, 111111, 0.9895489334685398, 0.9895489334685398, 0.0 0.0 0.0 0.00015552361519472938 0.0023090443287048165 0.05762173968576757 0.9399136923703328, 
20, 111111, 111111, 0.987760446056784, 0.987760446056784, 0.0 0.0 0.0 0.0 0.0056148599844037346 0.062207603690488444 0.9321775363251079, 
21, 111111, 111111, 0.9881849358448055, 0.9881849358448055, 0.0 0.0 0.0 9.072562173741204e-05 0.002552547459466216 0.06551311314702252 0.9318436137717738, 
22, 111111, 111111, 0.9903365046991692, 0.9903365046991692, 0.0 0.0 0.0 0.0 0.002183079429751691 0.05361481294548129 0.9442021076247671, 
23, 111111, 111111, 0.986942696781967, 0.986942696781967, 0.0 0.0 0.0 0.0 0.004583377428651394 0.06917706445089496 0.9262395581204536, 
