run, initial grid state, final grid state, mean grid cell occupancy, mean binding site occupancy, fraction of time with N TFs bound, warning
1, 0011111100, 0011111100, 0.5913025533801707, 0.9854974303032836, 0.0 0.0 0.0 0.00023886146499134243 0.004890088442629234 0.07651865690006536 0.9183523931923141, 
2, 0011111100, 0011111100, 0.5919671647562862, 0.9866050886516747, 0.0 0.0 0.0 8.068493423223495e-05 0.0033800425984986124 0.07336732809025745 0.9231719443770117, 
3, 0011111100, 0011111100, 0.5911258997469852, 0.985202882909419, 0.0 0.0 0.0 0.0001960405707876455 0.0034789673637765713 0.08123664610356883 0.915088345961867, 
4, 0011111100, 0011111100, 0.590566295087815, 0.9842704163587837, 0.0 0.0 0.0 0.0003846250478432859 0.004220718081906292 0.08478219053995503 0.9106124663302955, 
5, 0011111100, 0011111100, 0.5920835782037195, 0.9867990071331619, 0.0 0.0 0.0 7.797723995526631e-05 0.0023616016904493115 0.07424882210026419 0.9233115989693312, 
6, 0011111100, 0011111100, 0.5912578686577709, 0.9854230129800153, 0.0 0.0 0.0 7.770702365262167e-05 0.0029827571493895194 0.08126328675017148 0.9156762490767864, 
7, 0011111100, 0011111100, 0.5917294247335361, 0.9862089187650996, 0.0 0.0 0.0 0.00013463951403271582 0.004425272723162017 0.07349202342098048 0.9219480643418247, 
8, 0011111100, 0011111100, 0.5908570697957959, 0.9847548692142366, 0.0 0.0 0.0 2.729063887567747e-05 0.0044421457062294905 0.08250462138549446 0.9130259422694003, 
9, 0011111100, 0011111100, 0.5916714608800397, 0.9861122722515983, 0.0 0.0 0.0 0.0001509585405007998 0.003522656939198747 0.07582817699051045 0.92049820752979, 
10, 0011111100, 0011111000, 0.5908516779501569, 0.9847458039214909, 0.0 0.0 0.0 0.00017290257756702245 0.0035639382520025486 0.08387859223434778 0.9123845669360827, 
11, 0011111100, 0011111100, 0.5912843714261198, 0.9854671085226733, 0.0 0.0 0.0 4.616244186937986e-05 0.003559608780875323 0.0799396439766018 0.9164545848006536, 
12, 0011111100, 0011111100, 0.5908984036562234, 0.9848237970265799, 0.0 0.0 0.0 6.980041547048659e-05 0.0037607945846089928 0.08332622742489183 0.9128431775750286, 
13, 0011111100, 0011111100, 0.5917052660602105, 0.986168589608879, 0.0 0.0 0.0 7.122517718826021e-05 0.004346826909763422 0.07408113299563492 0.9215008149174134, 
14, 0011111100, 0011111100, 0.5913580388868082, 0.9855897866691969, 0.0 0.0 0.0 0.00015119147747789108 0.004861625454734161 0.07628445464291667 0.9187027284248712, 
15, 0011111100, 0011111100, 0.5920283444420537, 0.9867070031873986, 0.0 0.0 0.0 3.073289277860096e-05 0.0028675655608039383 0.07393065107566536 0.9231710504707521, 
16, 0011111100, 0011111100, 0.5911194441594069, 0.9851921998934648, 0.0 0.0 0.0 7.767391604696001e-05 0.0030481760801824216 0.082517426730705 0.9143567232730657, 
17, 0011111100, 0011111100, 0.5909655085701199, 0.9849355632658978, 0.0 0.0 0.0 8.898364769379297e-05 0.0026289044198452172 0.08486186062184115 0.9124202513106199, 
18, 0011111000, 0011111100, 0.5920083785400941, 0.9866738296436314, 0.0 0.0 0.0 0.0 0.0038686907377931683 0.0722196406626259 0.923911668599581, 
19, 0001111100, 0011111100, 0.5916017055946056, 0.9859959550168843, 0.0 0.0 0.0 6.003315712678999e-05 0.00468207021241039 0.07448003000249308 0.9207778666279698, 
20, 0011111100, 0011111100, 0.5909662694273524, 0.9849368815324019, 0.0 0.0 0.0 3.7143098780087056e-05 0.005179923755551162 0.07990743399814597 0.9148754991475228, 
21, 0011111100, 0011111100, 0.5905768137241431, 0.9842877322160745, 0.0 0.0 0.0 0.00012305992131034533 0.004035437792932895 0.08583355135375609 0.9100079509320007, 
22, 0011111100, 0011111100, 0.5916038433987327, 0.9859996004376526, 0.0 0.0 0.0 0.00035129002231975036 0.0032692727937858584 0.07640998171955349 0.919969455464341, 
23, 0011111100, 0011111100, 0.5920557975739705, 0.9867528220802024, 0.0 0.0 0.0 2.3092032010214667e-06 0.0030488724110780156 0.07337839508702544 0.9235704232986955, 
24, 0011111100, 0011111100, 0.5903770828306131, 0.9839549852072962, 0.0 0.0 0.0 0.0003402877492439463 0.005566269260539325 0.08411668698741248 0.9099767560028043, 
25, 0011011100, 0011111100, 0.5918363452594725, 0.9863869728141696, 0.0 0.0 0.0 4.035257682615802e-05 0.003860255198771272 0.0738365949869614 0.9222627972374412, 
26, 0011111100, 0011111100, 0.5914959356888461, 0.9858196769376205, 0.0 0.0 0.0 2.150231886284692e-05 0.004651167637326994 0.0757150961430342 0.919612233900776, 
27, 0011111100, 0011111100, 0.5917509211377125, 0.9862446639510998, 0.0 0.0 0.0 5.247765132308006e-05 0.0029462669607715855 0.07648204941788911 0.9205192059700162, 
28, 0011111100, 0011011100, 0.5913558585896328, 0.9855863160648454, 0.0 0.0 0.0 2.6436235649610555e-05 0.0036473648980669213 0.07910806510784545 0.917218133758438, 
29, 0011111100, 0011111100, 0.5916902944446243, 0.9861437169306352, 0.0 0.0 0.0 6.337673432929175e-05 0.0036812164435686733 0.07558513532606422 0.9206702714960379, 
30, 0011111100, 0011111100, 0.5904868578487779, 0.9841378314385982, 0.0 0.0 0.0 0.00018041333144019046 0.004696868877157781 0.08523803361977514 0.9098846841716269, 
31, 0011111100, 0011111100, 0.5910069989960323, 0.9850047536031059, 0.0 0.0 0.0 0.00024520406014147254 0.003822387669752396 0.08159109086143616 0.9143413174086699, 
32, 0011111100, 0011111100, 0.5915429558926355, 0.9858980421007589, 0.0 0.0 0.0 0.0 0.004087329965873194 0.07643708746369993 0.9194755825704269, 
33, 0011111100, 0011111100, 0.5908997165181143, 0.9848258962190448, 0.0 0.0 0.0 3.702393676757812e-05 0.004035064277584068 0.08286342232025942 0.9130644894653889, 
