run, initial grid state, final grid state, mean grid cell occupancy, mean binding site occupancy, fraction of time with N TFs bound, warning
1, 0011111100, 0011111000, 0.579173259646218, 0.965274399554701, 0.0 0.0 1.8354980309463682e-05 0.003546289116553018 0.021903529674458962 0.15383425605197984 0.8206975701766988, 
2, 0001111100, 0011111100, 0.5816074845495973, 0.9693313980098779, 0.0 0.0 0.0 0.0019757862047200684 0.014753380595421424 0.14857749213573043 0.8346933410641281, 
3, 0011111100, 0011111100, 0.577539690818887, 0.9625516822154594, 0.0 0.0 0.0 0.0009638792342389197 0.021699319677726658 0.1783996296490736 0.7989371714389607, 
4, 0011111100, 0011111100, 0.5773625588255725, 0.9622565835635155, 0.0 0.0 0.0008058341361776135 0.002926409268423666 0.024687836128332714 0.16508226201226048 0.8064976584548056, 
5, 0011111100, 0011111100, 0.5812675504132041, 0.9687650845497542, 0.0 0.0 0.00042533778873499124 0.0027214145926155358 0.018118790479388046 0.14130631680991132 0.8374281403293501, 
6, 0011111100, 0001111100, 0.5774735422629885, 0.9624411861155802, 0.0 0.0 0.00021561582849719693 0.002112464064101974 0.02160235302296597 0.17494832175429229 0.8011212453301425, 
7, 0011111100, 0011111100, 0.578704369435002, 0.9644926511583006, 0.0 0.0 0.000248812181885285 0.002759760195325031 0.02133626786293067 0.16109702801081843 0.8145581317490407, 
8, 0011111100, 0011111100, 0.5803140840956483, 0.967175545782229, 0.0 0.0 0.00014556757709962979 0.001515284452828623 0.021382193551785184 0.1490542145361714 0.8279027398821152, 
9, 0011111100, 0011111100, 0.5790413164120106, 0.9650547399997551, 0.0 0.0 0.000212506277698619 0.001513887608249542 0.022196410047675075 0.15988705197057593 0.8161901440958008, 
10, 0011111100, 0011111100, 0.579687264988825, 0.9661312139852446, 0.0 0.0 0.0 0.0035510038846315226 0.017679928632356345 0.15719984716992555 0.8215692203130867, 
11, 0011111100, 0011111100, 0.580554791979863, 0.9675768654538707, 0.0 0.0 0.0 0.0018124235267118114 0.021897092233475985 0.145307352229689 0.8309831320101232, 
12, 0011111000, 0011111100, 0.5763509673606818, 0.9605702839088194, 0.0 0.0 9.860336102440242e-05 0.003232293072026185 0.03341973831113274 0.1596475272646418 0.8036018379911749, 
13, 0011110000, 0011111100, 0.5767686642042736, 0.9612666328124749, 0.0 0.0 0.0003766872381721224 0.003648722244706796 0.024326012287154763 0.17129526286403224 0.800353315365934, 
14, 0011111100, 0011111100, 0.5783732172560699, 0.9639410637195024, 0.0 0.0 0.0007793049156327473 0.0031436781577012505 0.022873409547116582 0.1580585444531177 0.8151450629264317, 
15, 0011111100, 0011111100, 0.5799572506507897, 0.9665812320040198, 0.0 0.0 0.0 0.0015667324641788288 0.020540872548924963 0.1547306654854946 0.8231617295014017, 
16, 0011111100, 0011111100, 0.5784359610977893, 0.9640457980493295, 0.0 0.0 0.00030161489087604336 0.003936923883576734 0.02027896122030886 0.1621500580491713 0.8133324419560671, 
