run, initial grid state, final grid state, mean grid cell occupancy, mean binding site occupancy, fraction of time with N TFs bound, warning
1, 0011111100, 1111111111, 0.8063377613119506, 0.9956047564728511, 0.0 0.0 0.0 0.0 0.0017751446479335566 0.02282117186702631 0.9754036834850401, 
2, 0011111100, 1111111111, 0.8481574396493584, 0.9963002495784737, 0.0 0.0 0.0 0.00019430132299254503 0.0012480322681041895 0.019119534023971287 0.979438132384932, 
3, 1111111111, 1111111111, 0.8480562991017386, 0.9966095386058005, 0.0 0.0 0.0 0.0 0.0010973087046085368 0.01814815095597965 0.9807545403394119, 
4, 1111111111, 1111111111, 0.9566672893576661, 0.9988177524670958, 0.0 0.0 0.0 5.808028313318887e-06 0.0006253433725174267 0.005825374367450532 0.9935434742317187, 
5, 1111111111, 1111111111, 0.8511448533146728, 0.9959465552033409, 0.0 0.0 0.0 0.0 0.0005188523010395537 0.023282964177875766 0.9761981835210847, 
6, 0011111110, 1111111111, 0.8370513075966941, 0.9969612647712827, 0.0 0.0 0.0 0.0 0.0016503210671066952 0.014931769238090847 0.9834179096948025, 
7, 0011111100, 0011111100, 0.8690529581263507, 0.9973745225402327, 0.0 0.0 0.0 0.0 0.0004120553670145216 0.014928754024575015 0.9846591906084105, 
8, 0011111100, 1111111111, 0.8836987014473742, 0.9972127177086371, 0.0 0.0 0.0 0.0 0.001260247856504509 0.014203198035169142 0.9845365541083262, 
9, 1111111111, 1111111111, 0.9244538612620521, 0.998371944248962, 0.0 0.0 0.0 0.0 0.00011430313637661082 0.009539728233474123 0.9903459686301491, 
10, 1111111111, 1111111111, 0.9142046949416146, 0.9981671039307809, 0.0 0.0 0.0 0.0 0.00012423808403755937 0.010748900247239285 0.9891268616687232, 
11, 1111111111, 1111111111, 0.9749593795627473, 0.9994603287076531, 0.0 0.0 0.0 0.0 0.0 0.003238027754082367 0.9967619722459177, 
12, 0011111100, 1111111111, 0.9210893277666069, 0.9986208224841169, 0.0 0.0 0.0 0.0 8.807362111454918e-05 0.008098917853069366 0.991813008525816, 
13, 1111111111, 1111111111, 0.9128582930452098, 0.9979137248503072, 0.0 0.0 0.0 0.0 0.00012949445262784047 0.012258661992901052 0.9876118435544711, 
14, 1111111111, 1111111111, 0.967844687745342, 0.9991424207970899, 0.0 0.0 0.0 0.0 0.0 0.005145475217459825 0.9948545247825401, 
15, 0011111100, 1111111111, 0.8737500127580362, 0.9969138418406198, 0.0 0.0 0.0 0.0 0.0007348304793683332 0.01704728799754415 0.9822178815230874, 
16, 1111111111, 0011111110, 0.9236739833481978, 0.9985972093167146, 0.0 0.0 0.0 0.0 0.00027092070796452816 0.007874902683783172 0.9918541766082521, 
17, 1111111111, 1111111111, 0.8960909324552583, 0.9972256903552036, 0.0 0.0 0.0 0.0 0.0008018998948457694 0.015042058079086767 0.9841560420260674, 
18, 0011111110, 1111111111, 0.9928332138663373, 0.9996591486769146, 0.0 0.0 0.0 0.0 0.0 0.0020451079385128915 0.9979548920614871, 
19, 1111111111, 1111111111, 0.9134084886485414, 0.9981987739135325, 0.0 0.0 0.0 1.2924396119373183e-06 0.00048577701982101506 0.009831925160326101 0.989681005380241, 
20, 0011111100, 0011111100, 0.8992830178021488, 0.9971295220912322, 0.0 0.0 0.0001225035224954287 0.00025559194223313104 0.00042048065822055823 0.015125116219484753 0.9840763076575662, 
21, 1111111111, 1111111111, 0.7985967404114752, 0.9947795828887309, 0.0 0.0 0.0 0.0 0.0015271478051805494 0.028268207057253716 0.9702046451375658, 
22, 0111111000, 1111111111, 0.9411451292426622, 0.9987384235329311, 0.0 0.0 0.0 0.0 0.0002198555216752702 0.007129747759063151 0.9926503967192616, 
23, 1111111111, 0011111100, 0.826550850188205, 0.9963587869439362, 0.0 0.0 0.0 0.0 0.000766034465525207 0.02031520940533229 0.9789187561291425, 
24, 1111111111, 0011111100, 0.8407234931841597, 0.9969962136866731, 0.0 0.0 0.0 0.0 0.0004437994404754752 0.017135118999011004 0.9824210815605136, 
25, 1111111111, 1111111111, 0.9222054701604461, 0.9982755319149925, 0.0 0.0 0.0 0.0 0.0005475010519746371 0.00925180640609575 0.9902006925419296, 
26, 1111111111, 1111111111, 0.9074437035612825, 0.99914650490825, 0.0 0.0 0.0 0.0 0.0001841695607510067 0.004752631428997516 0.9950631990102515, 
27, 1111111111, 1111111111, 0.9057936286426346, 0.9980984664000068, 0.0 0.0 0.0 0.0 0.00014940846011581873 0.011110384679728547 0.9887402068601557, 
28, 0011111000, 1111111111, 0.8864345981274154, 0.9968062159797776, 0.0 0.0 0.0 0.0 0.0005594947122227464 0.01804371469688849 0.9813967905908887, 
29, 1111111111, 1111111111, 0.8836146418588247, 0.997309543692454, 0.0 0.0 0.0 0.0 0.001244682038970107 0.013653373767336137 0.9851019441936937, 
30, 0011111100, 0011111100, 0.8542692273830116, 0.9971099922309952, 0.0 0.0 0.0 0.0 0.00032362275361577663 0.016692801106798008 0.9829835761395862, 
31, 1111111111, 1111111111, 0.8738592279060248, 0.9970941503292197, 0.0 0.0 0.0 0.0 0.0007234491815051577 0.01598819966167183 0.983288351156823, 
32, 1111111111, 0111111100, 0.8540414546241992, 0.9956511084699597, 0.0 0.0 0.0 0.0 0.0012209285239530175 0.02365149213233553 0.9751275793437114, 
33, 0011111000, 1111111111, 0.87338034986916, 0.9974010168398298, 0.0 0.0 0.0 0.0 0.0005950771451379358 0.014403744670745485 0.9850011781841166, 
34, 0011111100, 1111111111, 0.9110928842969914, 0.9979280958976328, 0.0 0.0 0.0 0.0 0.0006471140296848614 0.011137196554833593 0.9882156894154815, 
