run, initial grid state, final grid state, mean grid cell occupancy, mean binding site occupancy, fraction of time with N TFs bound, warning
1, 0011011100, 0011111100, 0.5653215440933197, 0.9421954759375432, 0.0 0.0 0.0004422164035124509 0.005098894715133433 0.04436382998892156 0.2410339346374482 0.7090611242549844, 
2, 0011011100, 0011111100, 0.5619189437481583, 0.9365245850799641, 0.0 2.481500727390959e-05 0.00044176609839070407 0.006661495371974053 0.053344372855875344 0.25228811826261044 0.6872394324038755, 
3, 0010111100, 0011111100, 0.5613822692046236, 0.9356299181780368, 1.0978530636514935e-05 0.00019243932062864303 0.0011647348151967727 0.00751114015965875 0.05131385542450538 0.25537235255604335 0.6844344991933307, 
4, 0011111100, 0011110100, 0.561949005605978, 0.9365745971252896, 0.0 2.533799161099252e-05 0.0007028618292333965 0.007326547460580387 0.05156890067501077 0.25249683624151126 0.6878795158020533, 
5, 0011111100, 0011111100, 0.5612770732315314, 0.935454679786925, 0.0 2.264608008572388e-05 0.00039293170943706694 0.007627730414945007 0.051800575122022026 0.2591026225513936 0.6810534941221166, 
6, 0011110100, 0011111100, 0.5625488587078938, 0.9375742159743462, 0.0 0.00012562306657183737 0.0007368008222782895 0.007551245271889604 0.050995750553916135 0.2463341486084491 0.6942564316768951, 
7, 0011111100, 0011111100, 0.562984282585102, 0.9383001151518346, 0.0 3.1033912358833915e-05 0.0007702078787748799 0.008620345796464013 0.0516830884874799 0.23773609364774628 0.7011592302771761, 
8, 0011111100, 0011111100, 0.5637033766788428, 0.9394985768337746, 0.0 8.032416337558201e-06 0.0009385448110401629 0.007989449039628413 0.04772661788596202 0.23979261478069475 0.7035447410663371, 
9, 0011111100, 0001111100, 0.5620484683185712, 0.9367403302421887, 0.0 7.03529462067286e-05 0.000653599376839158 0.007598182884532193 0.05132655039444074 0.2511442068659997 0.6892071075319816, 
10, 0011011000, 0001111100, 0.5632498702938115, 0.9387426609118896, 0.0 6.00447746002674e-05 0.00030349028094708917 0.005960742468040895 0.04899893390952274 0.2501497543087049 0.6945270342581841, 
11, 0011111100, 0011111100, 0.5629816581619028, 0.9382955879291094, 0.0 0.0 0.00030010357774955883 0.00577873287275072 0.05095310927694261 0.24978364094220734 0.6931844133303497, 
12, 0011111100, 0011101100, 0.5607536745894262, 0.9345824965817169, 0.0 3.946472191867374e-05 0.001185705636561087 0.007247796524152849 0.0537714850903263 0.25827851460074996 0.6794770334262911, 
13, 0011111100, 0001011100, 0.5636295891733227, 0.939375551036286, 0.0 0.00010546393650951839 0.0007191363971252668 0.00610821401469593 0.04562875224352928 0.2507606819800885 0.6966777514280514, 
14, 0001111100, 0011111000, 0.5627457838299545, 0.9379026354179183, 0.0 5.651452355574993e-05 0.00035809044022306084 0.006124059950691331 0.04953635693131876 0.25342435939910823 0.6905006187551028, 
15, 0011111100, 0011111100, 0.5642419039950853, 0.9403959885743163, 0.0 5.3135201686876156e-05 0.00045468349978716597 0.005672655801629008 0.04859377035090768 0.24133415043981696 0.7038916047061723, 
16, 0011111100, 0011111100, 0.5639611741137105, 0.939928181419623, 0.0 3.9609865191568216e-05 0.0005596794104139089 0.006458469782916042 0.04738418183858615 0.24385037148872798 0.7017076876141644, 
17, 0001111100, 0011111000, 0.563493135630613, 0.9391482374147194, 0.0 8.728695123456772e-05 0.001050146453105346 0.007059207001118153 0.04798883887590551 0.24331825618792355 0.7004962645307128, 
18, 0011111100, 0011111000, 0.5616613584394684, 0.9360952080540668, 0.0 2.341855416797456e-05 0.0005381955800912812 0.00895912797467947 0.05272652798524952 0.2488284366898567 0.688924293215955, 
19, 0011111100, 0011111000, 0.5645828677915304, 0.9409643026960779, 0.0 3.6186964987573165e-06 0.0007392189783655745 0.005937894185231391 0.04477913599963301 0.24386725987261565 0.7046728722676556, 
20, 0001110100, 0011110100, 0.5621425117777736, 0.9368971309350093, 0.0 3.7627648587170096e-06 0.001188019335084646 0.0073049723356534094 0.054484666260587 0.24296207369717862 0.6940565056066376, 
21, 0011111100, 0011110100, 0.5619430203947282, 0.9365645644312501, 0.0 4.2087661260196135e-05 0.0005002915475903309 0.008686438613242236 0.052862038490149275 0.24661761609581198 0.691291527591946, 
22, 0011111000, 0011111100, 0.5622942683992465, 0.9371500959112777, 0.0 2.5060336175617716e-05 0.0009479945254368015 0.008564097179040627 0.049421689551517364 0.24864647410955118 0.6923946842982784, 
23, 0011111100, 0011111100, 0.5631906490217372, 0.9386440424446859, 0.0 4.689577659663699e-05 0.0006963608179151444 0.007229372913726977 0.051556653014224366 0.24031439840761193 0.7001563190699249, 
24, 0011111100, 0011111100, 0.5647005309252291, 0.9411604788393765, 0.0 4.722039122127351e-06 0.00040657984851107706 0.006184189477670134 0.04660650032331603 0.23962162829444403 0.7071763800169366, 
25, 0011111100, 0011111100, 0.564269983084259, 0.9404429010426886, 0.0 0.0 0.0005556513128099981 0.005247579401440698 0.04693966364763417 0.24549792299303816 0.701759182645077, 
26, 0011111100, 0011110000, 0.5626915264443202, 0.9378121928432169, 0.0 0.00011361165741653668 0.0008640022263654143 0.007023295931933651 0.049575129829011265 0.2488826282943312 0.6935413320609419, 
27, 0001111100, 0011111100, 0.5629482516297287, 0.9382400141641111, 0.0 6.1720934640793566e-06 0.0007824385130530737 0.00707173285254273 0.049066286240845296 0.2480515294564823 0.6950218408436125, 
28, 0011111100, 0011111100, 0.5610604729678444, 0.9350938218819853, 0.0 0.0 0.0006747811517402245 0.007922904241564985 0.05355286092000858 0.25586350953641523 0.6819859441502709, 
29, 0000111100, 0011111100, 0.5620268617917719, 0.9367043646614363, 0.0 0.0 0.0006199640371332565 0.007162318748460344 0.051159406670448944 0.2534881862965712 0.6875701242473863, 
30, 0011111100, 0001111100, 0.5615738118928384, 0.9359492047131948, 0.0 6.846212103525797e-05 0.0004763506349877303 0.007270877697547542 0.04988102531806006 0.2604823748469415 0.6818209093814279, 
31, 0011111100, 0001111100, 0.5645029658713829, 0.9408313365714606, 0.0 0.00014308410027093828 0.00040545990626285425 0.005501708980083334 0.048216357403378055 0.2397368786978247 0.7059965109121801, 
32, 0011111100, 0011111100, 0.5627382755267402, 0.9378899919851094, 0.0 0.0 0.0005841817093635315 0.007133540841255965 0.04986009660440827 0.24920250551930634 0.6932196753256659, 
33, 0011111100, 0011111100, 0.5620020818513155, 0.9366629559959362, 0.0 0.0 0.0002434289200619005 0.0070984983075212576 0.05273056700740767 0.25229191940675577 0.6876355863582533, 
34, 0010111100, 0011111100, 0.5626761748989939, 0.9377865538980004, 0.0 1.8355417742700803e-05 0.0009702911410573194 0.007142969087001369 0.04979947734019903 0.24827987301765297 0.6937890339963466, 
35, 0011101100, 0001111100, 0.5615303430518221, 0.9358768622529433, 7.163824990249815e-06 3.918462056432451e-05 0.0010696908752106838 0.007374875853111236 0.053822097307272804 0.25045233475485523 0.6872346527639954, 
36, 0011111100, 0010111100, 0.5640335601796359, 0.9400488375354992, 0.0 0.0 0.0006650392676176698 0.0058947885427814185 0.047678705308864165 0.24400504147046176 0.7017564254102749, 
37, 0011111100, 0001111100, 0.5640263391916702, 0.9400368856653427, 0.0 2.3318687033085594e-06 0.0007017747560577732 0.005986300759334908 0.04696058282946891 0.24507985970325402 0.7012691500831811, 
38, 0011111100, 0011111100, 0.5612017879477034, 0.9353291925946329, 0.0 1.5628597380547295e-05 0.000853980598623678 0.007353491487604617 0.05484545945440623 0.2527793856791786 0.6841520541828062, 
39, 0011111100, 0011111100, 0.563571415184888, 0.9392788151249986, 0.0 2.1866793363548458e-05 0.0005937470355110366 0.0074216089338602935 0.04958443348047225 0.2404090933786207 0.7019692503781721, 
40, 0011111100, 0011111100, 0.5616519675015547, 0.9360796204368746, 0.0 3.4890506780771976e-05 0.0007977312846322498 0.006410238420860554 0.05271011481652476 0.2555059548106882 0.6845410701605135, 
41, 0001111100, 0011111100, 0.5617352940358071, 0.936218487817839, 0.0 7.4839498483567e-05 0.0010954841487595935 0.009384998384115769 0.05117384593018191 0.2474302519927987 0.6908405800456604, 
42, 0010111100, 0011111100, 0.5622834698558663, 0.9371319942563743, 0.0 3.360361517264729e-05 0.00046072254958199596 0.006772314246711061 0.0521754463269975 0.2505292907934361 0.6900286224681007, 
43, 0011111100, 0011110100, 0.5621971369758956, 0.9369882003016049, 0.0 1.26126261643001e-06 0.00037099975212704565 0.006746478528557766 0.048886332538021715 0.25856839220706423 0.6854265357116127, 
44, 0001111100, 0011111000, 0.5634598142414022, 0.9390925877303532, 0.0 6.532791701645013e-05 0.0007805655402235003 0.0066597536446107155 0.048528367193479506 0.24495957655111344 0.6990064091535564, 
45, 0011111100, 0011111100, 0.5621967057183416, 0.9369873819083459, 0.0 0.0 0.0010266258834707204 0.007448674973932679 0.05439633040620666 0.24283051928183158 0.6942978494545584, 
46, 0011111100, 0001111100, 0.5625747645562319, 0.9376175592208832, 0.0 4.126616129421052e-05 0.0009220601560570369 0.007462340517340124 0.0484453291812734 0.25112239332943453 0.6920066106546007, 
47, 0011111000, 0011111100, 0.5627705571233166, 0.9379439378581631, 0.0 7.996432605993179e-05 0.0011014317378960831 0.0077842937354338105 0.04713191228001981 0.24991411850279668 0.6939882794177936, 
48, 0011010100, 0011111100, 0.562314530020278, 0.9371839428707223, 0.0 9.498493765354865e-05 0.0006495201391862616 0.0069456651022392546 0.05081313905693492 0.251360064110066 0.69013662665392, 
49, 0011111000, 0011111100, 0.5620952521755395, 0.9368182489988077, 0.0 0.00016204923752790405 0.0008656580490842318 0.007413909928548565 0.05048496329910725 0.251605971239317 0.6894674482464151, 
50, 0011111100, 0011111100, 0.5636869428307473, 0.9394710893507333, 0.0 0.0 0.000296213772766881 0.006834829033270752 0.04988474167350661 0.24171463835770757 0.7012695771627482, 
51, 0011111100, 0011111100, 0.5632959700973963, 0.9388195912381896, 0.0 3.367128178846268e-06 0.0003228272538600649 0.007767643635029992 0.047918460411109 0.24663445618721958 0.6973532453846024, 
52, 0011111100, 0011111100, 0.5625144058076913, 0.937516986142122, 0.0 2.9125830912142988e-05 0.0008799538118084519 0.007453987280635256 0.054250935803820656 0.24036880529592755 0.6970171919768959, 
53, 0011111100, 0011111100, 0.5607567837430143, 0.9345875617433669, 0.0001027127637758709 0.00029259380580973053 0.0008912424759671516 0.007214029838563459 0.05440625190241095 0.25637582070371423 0.6807173485097586, 
54, 0011111100, 0010111100, 0.56249603101751, 0.9374862994722009, 7.367373391560145e-06 0.00010028343707079777 0.0008143504881911884 0.007230898724242024 0.05087137938555849 0.24784372484448416 0.6931319957470619, 
55, 0011111100, 0011111100, 0.5634542144454245, 0.9390832360482907, 0.0 0.00010839641348710016 0.0005510559061241433 0.006508937078351899 0.049099315623877114 0.24502893553551428 0.6987033594426455, 
56, 0011111100, 0011111100, 0.5610202296930721, 0.9350266933287974, 0.0 0.00014397173665869803 0.0007282377785109409 0.007867257932656656 0.053809158393318665 0.25498693964527225 0.6824644345135827, 
57, 0011111100, 0011101100, 0.5632489865529026, 0.9387410999367034, 0.0 3.50492061704681e-05 0.0005268036342889353 0.0056318468498554415 0.0494811252874742 0.24941314868725786 0.6949120263349531, 
58, 0011111100, 0000111100, 0.5619655667677783, 0.936602105091145, 0.0 1.8576118533526147e-05 0.0005177317675082173 0.006378845835126046 0.04935128417088038 0.2603844559432901 0.6833491061646616, 
59, 0011111100, 0011111100, 0.5625657490340581, 0.9376024380904208, 0.0 2.3884515831300187e-05 0.000977597985807799 0.007726164532022553 0.050444671675636675 0.24628771998774657 0.694539961302955, 
60, 0011111100, 0011111100, 0.5624486153245821, 0.9374072711234773, 0.0 0.0 0.00034911143541501745 0.005444781507751631 0.05335143719258989 0.2511227086090418 0.6897319612552016, 
61, 0011111100, 0011111100, 0.5622562178990653, 0.9370866392729735, 0.0 4.623005099205743e-05 0.001068805408249955 0.006956934264192873 0.04996568329324987 0.2521716230951204 0.6897907238881948, 
62, 0000111100, 0011111000, 0.5612811942911284, 0.9354616255675562, 5.2172040405386964e-05 0.0001502782285146344 0.0012757541226090783 0.008838340151127803 0.05301113826709088 0.24852550973165594 0.6881468074585962, 
63, 0011111100, 0011111100, 0.5626165393850246, 0.9376869977902885, 0.0 7.043532535927636e-05 0.0005589200240184668 0.007635976877651287 0.04937509271413821 0.24963204047416857 0.6927275345846642, 
64, 0011111100, 0011111100, 0.561263163410556, 0.9354315992779452, 0.0 1.969415068030357e-05 0.0006712835408575619 0.0077543870270407106 0.05043479104599335 0.26049405624238825 0.6806257879930397, 
65, 0011111100, 0011110100, 0.5652438738103993, 0.9420659867496817, 0.0 5.9387972600800644e-05 0.000651765860905782 0.0059104504081426345 0.045672449949629344 0.2356238250715972 0.7120821207371242, 
66, 0011111100, 0011110100, 0.5617205809584437, 0.9361939141436988, 0.0 0.00010546833634657519 0.0010880632876280338 0.006994346670244112 0.05331928913503395 0.250335302024762 0.6881575305459853, 
67, 0011111100, 0011111100, 0.5614456167127176, 0.9357356838407841, 0.0 2.5968882859888528e-05 0.0006511649691154558 0.007075106837064069 0.052189540158266295 0.25724699183680977 0.6828112273158845, 
68, 0011111100, 0001111100, 0.5617755340260665, 0.936285495961821, 0.0 3.530663573162896e-05 0.0005147397524236781 0.0061143683522104485 0.05237430460288992 0.25695981777831045 0.6840014628784338, 
69, 0011111100, 0001111100, 0.5663037549716354, 0.9438325126358569, 0.0 1.8822732055322042e-05 0.00031892834956283366 0.005345542812203165 0.04484738120980739 0.22990370627010723 0.7195656186262641, 
70, 0011101100, 0010011100, 0.5639218958926192, 0.9398626990290297, 0.0 0.0 0.0009936839847453293 0.005225457517239025 0.0467803031689573 0.2476120909972084 0.69938846433185, 
71, 0001111100, 0011111100, 0.563004337370574, 0.9383333518080258, 0.0 0.0002307488529889924 0.0008076303559450734 0.007402696695580263 0.048251194806831474 0.2469051437627165 0.6964025855259377, 
72, 0011111000, 0011111100, 0.5623760451068984, 0.937286304643192, 0.0 0.00014207690416558866 0.0010092265471444428 0.007871884403567375 0.05291601842075078 0.2420871913792388 0.6959736023451331, 
73, 0011111100, 0011111100, 0.5626738848934428, 0.9377826151232483, 0.0 6.18622978402887e-05 0.0007509333139032887 0.006457523179708948 0.052432660736918456 0.24575337350273094 0.6945436469688981, 
74, 0011111100, 0011010100, 0.5629915292615761, 0.9383120845636169, 0.0 0.0 0.0007647676208389656 0.0076725229699744525 0.048449218144553566 0.24715241693591206 0.6959610743287209, 
75, 0011111100, 0011111100, 0.5638654213933882, 0.9397686473071099, 0.0 0.0001475174608491077 0.0008193773180523727 0.007180519960787744 0.04807213690220774 0.2396871858941076 0.7040932624639955, 
76, 0011111100, 0011111100, 0.5637128150973596, 0.9395142466069444, 0.0 3.3862417471721054e-05 0.0005294212112488846 0.005981449314506243 0.04895168894045079 0.24477979760155769 0.6997237805147646, 
77, 0011111000, 0011111100, 0.5635650111975421, 0.9392679430035963, 0.0 5.018127979346684e-05 0.0004252469064029767 0.006412740093462318 0.04988476565470126 0.24343269636405354 0.6997943697015864, 
78, 0011111100, 0011111100, 0.5632772505715034, 0.9387883351577501, 0.0 7.379638584441726e-05 0.0006461438924622047 0.006773350257923183 0.04724804116159963 0.2495002984574594 0.6957583698447111, 
79, 0011110100, 0011111000, 0.5609856045595694, 0.9349690303472933, 0.0 0.00016853679310202598 0.0003151188310140939 0.00857937947432624 0.05332047426638702 0.25570357167092095 0.6819129189642497, 
80, 0011111100, 0011111100, 0.5631640344419678, 0.9385996371356347, 0.0 0.0 0.0005714660546905653 0.006606137955961812 0.050380685465996285 0.2455365281675517 0.6969051823557997, 
81, 0011111100, 0011111100, 0.5624561670835861, 0.9374199480171187, 0.0 2.916391289476837e-05 0.0015831630352199076 0.005956585380648379 0.052776998290035376 0.24557808746991894 0.6940760019112827, 
82, 0011111000, 0011110100, 0.5628811260267035, 0.9381281587057577, 0.0 0.0 0.0002560394572071234 0.0044668685516808925 0.04938699635604905 0.2580322915694851 0.6878578040655778, 
83, 0011111100, 0011111100, 0.5619705025676572, 0.9366104652664382, 0.0 0.0 0.001157595872925385 0.007599823102737242 0.0529052520491336 0.2470968515031904 0.6912404774720133, 
84, 0011111000, 0011111100, 0.5634652001487918, 0.9391015576076123, 0.0 6.629018278375267e-05 0.0006054743682832732 0.00539477309995063 0.047907929246324046 0.25063712817477574 0.6953884049278825, 
85, 0011111000, 0011111100, 0.5631708797647302, 0.9386109955776635, 0.0 2.9121780688422064e-06 0.0004081002364421458 0.007297477238883475 0.04887401554502411 0.24704660189120795 0.6963708929103735, 
86, 0011111100, 0011100100, 0.5628086299853325, 0.9380073157477391, 0.0 7.191491997809636e-07 0.0007799438286660931 0.006704939717552902 0.05177103603587762 0.24517584322848737 0.6955675180402162, 
87, 0011111100, 0011111100, 0.5623881896759593, 0.9373065373713325, 0.0 0.0 0.00019855051423413057 0.0050782874349350774 0.05171800020834625 0.25669571099357086 0.6863094508489137, 
88, 0011111000, 0001111100, 0.5638097930518692, 0.9396759260481047, 0.0 7.340840946191122e-05 0.0009880243112791718 0.007199701601320948 0.04507718617323787 0.2458718272685076 0.7007898522361925, 
89, 0001111100, 0010111100, 0.5642413481032764, 0.9403950361670459, 0.0 5.489652764785857e-05 0.00046313964945678197 0.005393960336838119 0.04619202481675281 0.2469368111176381 0.7009591675516662, 
90, 0001111000, 0010011100, 0.5642092720104374, 0.940341702451197, 3.114126513671307e-06 0.00013060044130795058 0.0005968723678813768 0.006043979626943062 0.046992961529340495 0.24277274691616108 0.7034597249918524, 
91, 0001111100, 0011111100, 0.5622186712864167, 0.9370240401054956, 0.0 8.492471186899003e-05 0.0007527663633138225 0.006886698971203442 0.050470721751830136 0.252818529937157 0.6889863582646267, 
92, 0011111100, 0011111100, 0.5624780959090537, 0.9374564605658923, 0.0 0.0 0.0006350254394673519 0.005752424818537481 0.05001810506343004 0.2554276502643048 0.6881667944142603, 
93, 0011111100, 0011111100, 0.5630193760883393, 0.9383585679797383, 0.0 0.0001805489789241836 0.0013111540000068926 0.007050157128327797 0.04781080974052674 0.24692914036088442 0.69671818979133, 
94, 0011111100, 0011111100, 0.5641437480415038, 0.9402323778672589, 0.0 0.0 0.0006539821266018917 0.005956734304340192 0.04517687309048841 0.24776585519604194 0.7004465552825276, 
95, 0011011100, 0011111100, 0.5620093585308099, 0.9366752440113738, 0.0 9.383342278684887e-06 0.0006489325378273676 0.005401191007311336 0.050649762406516904 0.25980279123408634 0.6834879394719794, 
96, 0011110100, 0011111100, 0.5628214382991429, 0.9380286661753952, 0.0 0.00011552101858093624 0.0007481346718042946 0.006991928584090822 0.04998021704273304 0.2473216393297684 0.6948425593530225, 
97, 0011111100, 0001111100, 0.5626430596993687, 0.9377312489199197, 0.0 1.1421710779553368e-06 0.0009722474834978863 0.006959624510587957 0.049257090235566875 0.2503247516882027 0.6924851439110666, 
98, 0011111100, 0011111100, 0.5628982013318986, 0.9381565668405204, 0.0 1.6236208310694918e-05 0.000851152580061679 0.007192025259617272 0.04847901560034066 0.24904070061554293 0.6944208697361267, 
99, 0011111100, 0001111100, 0.563939782374471, 0.9398924896253218, 5.25186129774366e-06 6.436699309292293e-05 0.0005360146929774398 0.005519464390356925 0.04695670025807061 0.24767586365569727 0.6992423381485071, 
100, 0010110100, 0011111100, 0.5642725407362272, 0.9404471649306952, 0.0 1.6573479812464542e-05 0.0010868693516430418 0.0063415737455786375 0.047042955027070135 0.23977603431931777 0.7057359940765779, 
run, initial grid state, final grid state, mean grid cell occupancy, mean binding site occupancy, fraction of time with N TFs bound, warning
1, 0011111100, 0011111100, 0.5619666636405293, 0.9366038600106994, 0.0 0.00013045964813862527 0.0005585456114915509 0.007466015104794764 0.051585322186538766 0.2519216695616831 0.6883379878873531, 
2, 0011111100, 0011111100, 0.5606982019684722, 0.9344899428175545, 0.0 2.9856684641270407e-05 0.000549751012600231 0.00869085502573549 0.05574282852112091 0.253153833501618 0.6818328752542842, 
3, 0011111100, 0001110100, 0.5622999839505255, 0.9371595979874093, 0.0 4.248100450958524e-05 0.0009393993317694606 0.005730142559070771 0.048720371195918884 0.2584412396568671 0.6861263662518643, 
4, 0011111100, 0011111100, 0.563486490661361, 0.9391371501605178, 4.2078337766442974e-05 9.3581126978e-05 0.0009283348668234972 0.00807123034878116 0.04915175720011718 0.23822617846153316 0.7034868396580005, 
5, 0011111100, 0001111000, 0.5645440871342542, 0.9408997690285978, 0.0 1.896637817541758e-05 0.0007470296919786361 0.004939958157742974 0.04592262777658896 0.24485330514321532 0.7035181128522987, 
6, 0011110100, 0011111000, 0.564361182284496, 0.940594867477985, 0.0 0.0 0.0008027065195331402 0.006407113568040078 0.04569323511917497 0.2426121581114873 0.7044847866817645, 
7, 0011111100, 0011111100, 0.5625940503388618, 0.9376495478078697, 0.0 7.23520884173257e-07 0.0007881891903005043 0.007739371088635758 0.0493787553808481 0.24897071475955637 0.6931222460597751, 
8, 0011111000, 0011111100, 0.5619964813331749, 0.9366536377295782, 0.0 0.00010304981746753055 0.001091473611230992 0.007552293771302387 0.050754551104880974 0.25103104656659986 0.6894675851285184, 
9, 0010111100, 0011111100, 0.5609160580950352, 0.9348530238994721, 0.0 5.886531333318778e-05 0.000705736116319625 0.006106912126290911 0.05384722624062806 0.2617493967110941 0.6775318634923342, 
10, 0001011100, 0011111100, 0.5622823798502675, 0.9371301445645885, 0.0 0.00013004469886524335 0.0007657221921439681 0.00670844954932262 0.050888053055420886 0.2516045655907561 0.6899031649134912, 
